game,game_season,game_year,game_location,country_name,country_code,continent,language,religion,landmass,population,gdp,flag_nr_colors,flag_mainhue,flag_topleft_color,flag_botright_color,gold,silver,bronze
munich-1972,Summer,1972,Federal Republic of Germany,Greece,GRC,132,Other,Christian,Europe,8849378,16885511363.6364,2,blue,blue,blue,0,2,0
munich-1972,Summer,1972,Federal Republic of Germany,Hungary,HUN,93,Other,Other,Europe,10374303,7355242314.22407,3,red,red,green,6,13,16
munich-1972,Summer,1972,Federal Republic of Germany,India,IND,3268,Other,Other,NA,570482142,71464700666.9869,4,orange,orange,green,0,0,1
munich-1972,Summer,1972,Federal Republic of Germany,Islamic Republic of Iran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1
munich-1972,Summer,1972,Federal Republic of Germany,Italy,ITA,301,Other,Christian,Europe,54067562,145260039840.637,3,white,green,red,5,3,10
munich-1972,Summer,1972,Federal Republic of Germany,Jamaica,JAM,11,English,Christian,N.America,1931552,1875146587.4443,3,green,gold,gold,0,0,1
munich-1972,Summer,1972,Federal Republic of Germany,Japan,JPN,372,Other,Other,NA,109238963,324933841268.585,2,white,white,white,13,8,8
munich-1972,Summer,1972,Federal Republic of Germany,Kenya,KEN,583,Other,Other,Asia,12206063,2107279157.08834,4,red,black,green,2,3,4
munich-1972,Summer,1972,Federal Republic of Germany,Lebanon,LBN,10,Arabic,Muslim,NA,2509731,NA,4,red,red,red,0,1,0
munich-1972,Summer,1972,Federal Republic of Germany,Mexico,MEX,1973,Spanish,Christian,N.America,54030170,45200000000,4,green,green,red,0,1,0
munich-1972,Summer,1972,Federal Republic of Germany,Mongolia,MNG,1566,Other,Other,NA,1366829,NA,3,red,red,red,0,1,0
munich-1972,Summer,1972,Federal Republic of Germany,Netherlands,NLD,41,Other,Christian,Europe,13342780,54706557264.4878,3,red,red,blue,3,1,1
munich-1972,Summer,1972,Federal Republic of Germany,New Zealand,NZL,NA,NA,NA,NA,2919262,9567331064.65727,NA,NA,NA,NA,1,1,1
munich-1972,Summer,1972,Federal Republic of Germany,Niger,NER,1267,French,Muslim,Asia,4904846,742779660.818693,3,orange,orange,green,0,0,1
munich-1972,Summer,1972,Federal Republic of Germany,Nigeria,NGA,925,Other,Muslim,Asia,58601749,12274416017.7976,2,green,green,green,0,0,1
munich-1972,Summer,1972,Federal Republic of Germany,Norway,NOR,324,Other,Christian,Europe,3932910,17358610849.701,3,red,red,red,2,1,1
munich-1972,Summer,1972,Federal Republic of Germany,Pakistan,PAK,804,Other,Muslim,NA,63583193,9415016359.56604,2,green,white,green,0,1,0
munich-1972,Summer,1972,Federal Republic of Germany,Poland,POL,313,Other,Other,Europe,33041994,NA,2,white,white,red,7,5,9
munich-1972,Summer,1972,Federal Republic of Germany,Republic of Korea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
munich-1972,Summer,1972,Federal Republic of Germany,Romania,ROU,237,Other,Other,Europe,20555576,NA,7,red,blue,red,3,6,7
munich-1972,Summer,1972,Federal Republic of Germany,Soviet Union,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,27,22
munich-1972,Summer,1972,Federal Republic of Germany,Spain,ESP,505,Spanish,Christian,Europe,34539861,59132415221.3306,2,red,red,red,0,0,1
munich-1972,Summer,1972,Federal Republic of Germany,Sweden,SWE,450,Other,Christian,Europe,8122427,48954145808.8359,2,blue,blue,blue,4,6,6
munich-1972,Summer,1972,Federal Republic of Germany,Switzerland,CHE,41,German,Christian,Europe,6261087,36844318854.2403,2,red,red,red,0,3,0
munich-1972,Summer,1972,Federal Republic of Germany,Tunisia,TUN,164,Arabic,Muslim,Asia,5396564,2237556148.51085,2,red,red,red,0,1,0
munich-1972,Summer,1972,Federal Republic of Germany,Turkey,NA,781,Other,Muslim,NA,38430215,NA,2,red,red,red,0,1,0
munich-1972,Summer,1972,Federal Republic of Germany,Uganda,UGA,236,Other,Other,Asia,10885796,1490970180.59639,5,gold,black,red,1,1,0
munich-1972,Summer,1972,Federal Republic of Germany,United Kingdom,GBR,NA,NA,NA,NA,56079239,169965034965.035,NA,NA,NA,NA,4,5,9
munich-1972,Summer,1972,Federal Republic of Germany,United States,USA,NA,NA,NA,NA,212842574,1279110000000,NA,NA,NA,NA,33,31,30
munich-1972,Summer,1972,Federal Republic of Germany,Yugoslavia,NA,256,Other,Other,Europe,NA,NA,4,red,blue,red,2,1,2
innsbruck-1976,Winter,1976,Austria,Austria,AUT,84,German,Christian,Europe,7564457,42959976221.5234,2,red,red,red,2,2,2
innsbruck-1976,Winter,1976,Austria,Canada,CAN,9976,English,Christian,N.America,23455783,207271612576.065,2,red,red,red,1,1,1
innsbruck-1976,Winter,1976,Austria,Czechoslovakia,NA,128,Other,Other,Europe,NA,NA,3,white,white,red,0,1,0
innsbruck-1976,Winter,1976,Austria,Federal Republic of Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3
innsbruck-1976,Winter,1976,Austria,Finland,FIN,337,Other,Christian,Europe,4725341,31849513771.3494,2,white,white,white,2,4,1
innsbruck-1976,Winter,1976,Austria,France,FRA,547,French,Christian,Europe,52959120,372319038514.067,3,white,blue,red,0,0,1
innsbruck-1976,Winter,1976,Austria,German Democratic Republic (Germany),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,7
innsbruck-1976,Winter,1976,Austria,Italy,ITA,301,Other,Christian,Europe,55459414,224717278436.846,3,white,green,red,1,2,1
innsbruck-1976,Winter,1976,Austria,Liechtenstein,LIE,0,German,Christian,Europe,23610,272489300.467827,3,red,blue,red,0,0,2
innsbruck-1976,Winter,1976,Austria,Netherlands,NLD,41,Other,Christian,Europe,13786640,109168720620.103,3,red,red,blue,1,2,3
innsbruck-1976,Winter,1976,Austria,Norway,NOR,324,Other,Christian,Europe,4026219,35942270686.3374,3,red,red,red,3,3,1
innsbruck-1976,Winter,1976,Austria,Soviet Union,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,6,8
innsbruck-1976,Winter,1976,Austria,Sweden,SWE,450,Other,Christian,Europe,8222393,89362071672.9034,2,blue,blue,blue,0,0,2
innsbruck-1976,Winter,1976,Austria,Switzerland,CHE,41,German,Christian,Europe,6302555,68476524643.943,2,red,red,red,1,3,1
innsbruck-1976,Winter,1976,Austria,United Kingdom,GBR,NA,NA,NA,NA,56201144,232614555256.065,NA,NA,NA,NA,1,0,0
innsbruck-1976,Winter,1976,Austria,United States,USA,NA,NA,NA,NA,221168756,1873412000000,NA,NA,NA,NA,3,3,4
montreal-1976,Summer,1976,Canada,Australia,AUS,7690,English,Christian,Oceania,14046757,105059356494.425,3,blue,white,blue,0,1,4
montreal-1976,Summer,1976,Canada,Austria,AUT,84,German,Christian,Europe,7564457,42959976221.5234,2,red,red,red,0,0,1
montreal-1976,Summer,1976,Canada,Belgium,BEL,31,Other,Christian,Europe,9758905,71113882967.6071,3,gold,black,red,0,3,3
montreal-1976,Summer,1976,Canada,Bermuda,BMU,0,English,Christian,N.America,53232,386300000,6,red,white,red,0,0,1
montreal-1976,Summer,1976,Canada,Brazil,BRA,8512,Other,Christian,S.America,110213352,NA,4,green,green,green,0,0,2
montreal-1976,Summer,1976,Canada,Bulgaria,BGR,111,Other,Other,Europe,8759432,NA,5,red,white,red,6,9,7
montreal-1976,Summer,1976,Canada,Canada,CAN,9976,English,Christian,N.America,23455783,207271612576.065,2,red,red,red,0,5,6
montreal-1976,Summer,1976,Canada,Cuba,CUB,115,Spanish,Other,N.America,9571239,13789579902.5579,3,blue,blue,blue,6,4,3
montreal-1976,Summer,1976,Canada,Czechoslovakia,NA,128,Other,Other,Europe,NA,NA,3,white,white,red,2,2,4
montreal-1976,Summer,1976,Canada,Democratic People's Republic of Korea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
montreal-1976,Summer,1976,Canada,Denmark,DNK,43,Other,Christian,Europe,5072804,44575892473.1183,2,red,red,red,1,0,2
montreal-1976,Summer,1976,Canada,Federal Republic of Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,12,17
montreal-1976,Summer,1976,Canada,Finland,FIN,337,Other,Christian,Europe,4725341,31849513771.3494,2,white,white,white,4,2,0
montreal-1976,Summer,1976,Canada,France,FRA,547,French,Christian,Europe,52959120,372319038514.067,3,white,blue,red,2,3,4
montreal-1976,Summer,1976,Canada,German Democratic Republic (Germany),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,25,25
montreal-1976,Summer,1976,Canada,Hungary,HUN,93,Other,Other,Europe,10573771,13192437321.2442,3,red,red,green,4,5,13
montreal-1976,Summer,1976,Canada,Islamic Republic of Iran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1
montreal-1976,Summer,1976,Canada,Italy,ITA,301,Other,Christian,Europe,55459414,224717278436.846,3,white,green,red,2,7,4
montreal-1976,Summer,1976,Canada,Jamaica,JAM,11,English,Christian,N.America,2045578,2966042856.04286,3,green,gold,gold,1,1,0
montreal-1976,Summer,1976,Canada,Japan,JPN,372,Other,Other,NA,114502794,598883902155.605,2,white,white,white,9,6,10
montreal-1976,Summer,1976,Canada,Mexico,MEX,1973,Spanish,Christian,N.America,60645513,88875923765.072,4,green,green,red,1,0,1
montreal-1976,Summer,1976,Canada,Mongolia,MNG,1566,Other,Other,NA,1531952,NA,3,red,red,red,0,1,0
montreal-1976,Summer,1976,Canada,Netherlands,NLD,41,Other,Christian,Europe,13786640,109168720620.103,3,red,red,blue,0,2,3
montreal-1976,Summer,1976,Canada,New Zealand,NZL,NA,NA,NA,NA,3126641,13604832424.0062,NA,NA,NA,NA,2,1,1
montreal-1976,Summer,1976,Canada,Norway,NOR,324,Other,Christian,Europe,4026219,35942270686.3374,3,red,red,red,1,1,0
montreal-1976,Summer,1976,Canada,Pakistan,PAK,804,Other,Muslim,NA,71620249,13168080808.0808,2,green,white,green,0,0,1
montreal-1976,Summer,1976,Canada,Poland,POL,313,Other,Other,Europe,34296611,NA,2,white,white,red,7,6,13
montreal-1976,Summer,1976,Canada,Portugal,PRT,92,Other,Christian,Europe,9310264,20332831564.9867,5,red,green,red,0,2,0
montreal-1976,Summer,1976,Canada,Puerto Rico,PRI,NA,NA,NA,NA,3014962,8968600000,NA,NA,NA,NA,0,0,1
montreal-1976,Summer,1976,Canada,Republic of Korea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4
montreal-1976,Summer,1976,Canada,Romania,ROU,237,Other,Other,Europe,21497683,NA,7,red,blue,red,4,9,14
montreal-1976,Summer,1976,Canada,Soviet Union,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,41,35
montreal-1976,Summer,1976,Canada,Spain,ESP,505,Spanish,Christian,Europe,36176272,118507184779.905,2,red,red,red,0,2,0
montreal-1976,Summer,1976,Canada,Sweden,SWE,450,Other,Christian,Europe,8222393,89362071672.9034,2,blue,blue,blue,4,1,0
montreal-1976,Summer,1976,Canada,Switzerland,CHE,41,German,Christian,Europe,6302555,68476524643.943,2,red,red,red,1,1,2
montreal-1976,Summer,1976,Canada,Thailand,THA,514,Other,Other,NA,41896510,16985208648.2112,3,red,red,red,0,0,1
montreal-1976,Summer,1976,Canada,Trinidad and Tobago,TTO,NA,NA,NA,NA,1066316,2500410583.79177,NA,NA,NA,NA,1,0,0
montreal-1976,Summer,1976,Canada,United Kingdom,GBR,NA,NA,NA,NA,56201144,232614555256.065,NA,NA,NA,NA,3,5,5
montreal-1976,Summer,1976,Canada,United States,USA,NA,NA,NA,NA,221168756,1873412000000,NA,NA,NA,NA,34,35,25
montreal-1976,Summer,1976,Canada,Venezuela,NA,912,Spanish,Christian,S.America,13606285,NA,7,red,gold,red,0,1,0
montreal-1976,Summer,1976,Canada,Yugoslavia,NA,256,Other,Other,Europe,NA,NA,4,red,blue,red,2,3,3
lake-placid-1980,Winter,1980,United States,Austria,AUT,84,German,Christian,Europe,7548405,82058912997.2346,2,red,red,red,3,2,2
lake-placid-1980,Winter,1980,United States,Bulgaria,BGR,111,Other,Other,Europe,8859538,19839230769.2308,5,red,white,red,0,0,1
lake-placid-1980,Winter,1980,United States,Canada,CAN,9976,English,Christian,N.America,24533779,274776566028.053,2,red,red,red,0,1,1
lake-placid-1980,Winter,1980,United States,Czechoslovakia,NA,128,Other,Other,Europe,NA,NA,3,white,white,red,0,0,1
lake-placid-1980,Winter,1980,United States,Federal Republic of Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3
lake-placid-1980,Winter,1980,United States,Finland,FIN,337,Other,Christian,Europe,4779361,53645202422.6968,2,white,white,white,1,5,3
lake-placid-1980,Winter,1980,United States,France,FRA,547,French,Christian,Europe,53941061,701288419745.421,3,white,blue,red,0,0,1
lake-placid-1980,Winter,1980,United States,German Democratic Republic (Germany),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,7
lake-placid-1980,Winter,1980,United States,Hungary,HUN,93,Other,Other,Europe,10695370,23041569234.9792,3,red,red,green,0,1,0
lake-placid-1980,Winter,1980,United States,Italy,ITA,301,Other,Christian,Europe,56412088,477256775943.929,3,white,green,red,0,2,0
lake-placid-1980,Winter,1980,United States,Japan,JPN,372,Other,Other,NA,118358761,1129377244854.04,2,white,white,white,0,1,0
lake-placid-1980,Winter,1980,United States,Liechtenstein,LIE,0,German,Christian,Europe,25113,534699362.896161,3,red,blue,red,2,2,0
lake-placid-1980,Winter,1980,United States,Netherlands,NLD,41,Other,Christian,Europe,14162687,195152092662.381,3,red,red,blue,1,2,1
lake-placid-1980,Winter,1980,United States,Norway,NOR,324,Other,Christian,Europe,4085601,64439382896.0156,3,red,red,red,1,3,6
lake-placid-1980,Winter,1980,United States,Soviet Union,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6,6
lake-placid-1980,Winter,1980,United States,Sweden,SWE,450,Other,Christian,Europe,8310470,142092068280.689,2,blue,blue,blue,3,0,1
lake-placid-1980,Winter,1980,United States,Switzerland,CHE,41,German,Christian,Europe,6319848,122557843886.137,2,red,red,red,1,1,3
lake-placid-1980,Winter,1980,United States,United Kingdom,GBR,NA,NA,NA,NA,56282102,564947710899.373,NA,NA,NA,NA,1,0,0
lake-placid-1980,Winter,1980,United States,United States,USA,NA,NA,NA,NA,229858654,2857307000000,NA,NA,NA,NA,6,4,2
moscow-1980,Summer,1980,USSR,Australia,AUS,7690,English,Christian,Oceania,14721343,149985515320.334,3,blue,white,blue,2,2,5
moscow-1980,Summer,1980,USSR,Austria,AUT,84,German,Christian,Europe,7548405,82058912997.2346,2,red,red,red,1,2,1
moscow-1980,Summer,1980,USSR,Belgium,BEL,31,Other,Christian,Europe,9833093,126829314388.191,3,gold,black,red,1,0,0
moscow-1980,Summer,1980,USSR,Brazil,BRA,8512,Other,Christian,S.America,121207450,NA,4,green,green,green,2,0,2
moscow-1980,Summer,1980,USSR,Bulgaria,BGR,111,Other,Other,Europe,8859538,19839230769.2308,5,red,white,red,8,16,17
moscow-1980,Summer,1980,USSR,Cuba,CUB,115,Spanish,Other,N.America,9804798,19912889861.1111,3,blue,blue,blue,8,7,5
moscow-1980,Summer,1980,USSR,Czechoslovakia,NA,128,Other,Other,Europe,NA,NA,3,white,white,red,2,3,9
moscow-1980,Summer,1980,USSR,Democratic People's Republic of Korea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,2
moscow-1980,Summer,1980,USSR,Denmark,DNK,43,Other,Christian,Europe,5123078,71127528699.9414,2,red,red,red,2,1,2
moscow-1980,Summer,1980,USSR,Ethiopia,ETH,1222,Other,Christian,Asia,34428516,7012585454.12203,3,green,green,red,2,0,2
moscow-1980,Summer,1980,USSR,Finland,FIN,337,Other,Christian,Europe,4779361,53645202422.6968,2,white,white,white,3,1,4
moscow-1980,Summer,1980,USSR,France,FRA,547,French,Christian,Europe,53941061,701288419745.421,3,white,blue,red,6,5,3
moscow-1980,Summer,1980,USSR,German Democratic Republic (Germany),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,37,42
moscow-1980,Summer,1980,USSR,Greece,GRC,132,Other,Christian,Europe,9653418,56829664268.5851,2,blue,blue,blue,1,0,2
moscow-1980,Summer,1980,USSR,Guyana,GUY,215,English,Other,S.America,774372,603200000,5,green,black,green,0,0,1
moscow-1980,Summer,1980,USSR,Hungary,HUN,93,Other,Other,Europe,10695370,23041569234.9792,3,red,red,green,7,10,15
moscow-1980,Summer,1980,USSR,India,IND,3268,Other,Other,NA,687354031,186328579302.068,4,orange,orange,green,1,0,0
moscow-1980,Summer,1980,USSR,Ireland,IRL,70,English,Christian,Europe,3415239,21747855640.0712,3,white,green,orange,0,1,1
moscow-1980,Summer,1980,USSR,Italy,ITA,301,Other,Christian,Europe,56412088,477256775943.929,3,white,green,red,8,3,4
moscow-1980,Summer,1980,USSR,Jamaica,JAM,11,English,Christian,N.America,2145661,2679379371.51261,3,green,gold,gold,0,0,3
moscow-1980,Summer,1980,USSR,Lebanon,LBN,10,Arabic,Muslim,NA,2944766,NA,4,red,red,red,0,0,1
moscow-1980,Summer,1980,USSR,Mexico,MEX,1973,Spanish,Christian,N.America,67300338,205577055465.993,4,green,green,red,0,1,3
moscow-1980,Summer,1980,USSR,Mongolia,MNG,1566,Other,Other,NA,1701341,NA,3,red,red,red,0,2,2
moscow-1980,Summer,1980,USSR,Netherlands,NLD,41,Other,Christian,Europe,14162687,195152092662.381,3,red,red,blue,0,1,2
moscow-1980,Summer,1980,USSR,Poland,POL,313,Other,Other,Europe,35576518,NA,2,white,white,red,3,14,15
moscow-1980,Summer,1980,USSR,Romania,ROU,237,Other,Other,Europe,22154776,NA,7,red,blue,red,6,6,13
moscow-1980,Summer,1980,USSR,Soviet Union,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,69,46
moscow-1980,Summer,1980,USSR,Spain,ESP,505,Spanish,Christian,Europe,37537561,232766822928.754,2,red,red,red,1,3,2
moscow-1980,Summer,1980,USSR,Sweden,SWE,450,Other,Christian,Europe,8310470,142092068280.689,2,blue,blue,blue,3,3,6
moscow-1980,Summer,1980,USSR,Switzerland,CHE,41,German,Christian,Europe,6319848,122557843886.137,2,red,red,red,2,0,0
moscow-1980,Summer,1980,USSR,Uganda,UGA,236,Other,Other,Asia,13275750,1244610000,5,gold,black,red,0,1,0
moscow-1980,Summer,1980,USSR,United Kingdom,GBR,NA,NA,NA,NA,56282102,564947710899.373,NA,NA,NA,NA,5,7,9
moscow-1980,Summer,1980,USSR,United Republic of Tanzania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0
moscow-1980,Summer,1980,USSR,Venezuela,NA,912,Spanish,Christian,S.America,15258226,NA,7,red,gold,red,0,1,0
moscow-1980,Summer,1980,USSR,Yugoslavia,NA,256,Other,Other,Europe,NA,NA,4,red,blue,red,2,3,4
moscow-1980,Summer,1980,USSR,Zimbabwe,ZWE,391,Other,Other,Asia,7041304,6678868200,5,green,green,green,1,0,0
sarajevo-1984,Winter,1984,Yugoslavia,Austria,AUT,84,German,Christian,Europe,7560716,67985344886.8716,2,red,red,red,0,0,1
sarajevo-1984,Winter,1984,Yugoslavia,Canada,CAN,9976,English,Christian,N.America,25670376,356718400123.543,2,red,red,red,2,1,1
sarajevo-1984,Winter,1984,Yugoslavia,Czechoslovakia,NA,128,Other,Other,Europe,NA,NA,3,white,white,red,0,2,4
sarajevo-1984,Winter,1984,Yugoslavia,Federal Republic of Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
sarajevo-1984,Winter,1984,Yugoslavia,Finland,FIN,337,Other,Christian,Europe,4881827,52888800949.7428,2,white,white,white,4,3,6
sarajevo-1984,Winter,1984,Yugoslavia,France,FRA,547,French,Christian,Europe,55176626,530683779929.445,3,white,blue,red,0,1,2
sarajevo-1984,Winter,1984,Yugoslavia,German Democratic Republic (Germany),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,6
sarajevo-1984,Winter,1984,Yugoslavia,Italy,ITA,301,Other,Christian,Europe,56810354,437887689001.543,3,white,green,red,2,0,0
sarajevo-1984,Winter,1984,Yugoslavia,Japan,JPN,372,Other,Other,NA,120384396,1345824500836.76,2,white,white,white,0,1,0
sarajevo-1984,Winter,1984,Yugoslavia,Liechtenstein,LIE,0,German,Christian,Europe,26652,502620991.852944,3,red,blue,red,0,0,2
sarajevo-1984,Winter,1984,Yugoslavia,Norway,NOR,324,Other,Christian,Europe,4139970,62057955032.7758,3,red,red,red,3,2,4
sarajevo-1984,Winter,1984,Yugoslavia,Soviet Union,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,9
sarajevo-1984,Winter,1984,Yugoslavia,Sweden,SWE,450,Other,Christian,Europe,8336484,109201362581.3,2,blue,blue,blue,4,2,2
sarajevo-1984,Winter,1984,Yugoslavia,Switzerland,CHE,41,German,Christian,Europe,6442418,109455312167.511,2,red,red,red,2,2,1
sarajevo-1984,Winter,1984,Yugoslavia,United Kingdom,GBR,NA,NA,NA,NA,56451312,461487097632.349,NA,NA,NA,NA,1,0,0
sarajevo-1984,Winter,1984,Yugoslavia,United States,USA,NA,NA,NA,NA,239353968,4037613000000,NA,NA,NA,NA,4,4,0
sarajevo-1984,Winter,1984,Yugoslavia,Yugoslavia,NA,256,Other,Other,Europe,NA,NA,4,red,blue,red,0,1,0
los-angeles-1984,Summer,1984,United States,Algeria,DZA,2388,Arabic,Muslim,Asia,21271969,53698548293.0745,3,green,green,white,0,0,2
los-angeles-1984,Summer,1984,United States,Australia,AUS,7690,English,Christian,Oceania,15620650,193518998163.396,3,blue,white,blue,4,8,12
los-angeles-1984,Summer,1984,United States,Austria,AUT,84,German,Christian,Europe,7560716,67985344886.8716,2,red,red,red,1,1,1
los-angeles-1984,Summer,1984,United States,Belgium,BEL,31,Other,Christian,Europe,9874586,83349530159.1734,3,gold,black,red,1,1,2
los-angeles-1984,Summer,1984,United States,Brazil,BRA,8512,Other,Christian,S.America,132658862,NA,4,green,green,green,1,5,2
los-angeles-1984,Summer,1984,United States,Cameroon,CMR,474,French,Christian,Asia,9475084,7311938026.36713,3,gold,green,gold,0,0,1
los-angeles-1984,Summer,1984,United States,Canada,CAN,9976,English,Christian,N.America,25670376,356718400123.543,2,red,red,red,10,18,16
los-angeles-1984,Summer,1984,United States,China,CHN,9561,Chinese,Other,NA,1043849645,259946510957.143,2,red,red,red,15,8,9
los-angeles-1984,Summer,1984,United States,Chinese Taipei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
los-angeles-1984,Summer,1984,United States,Colombia,COL,1139,Spanish,Christian,S.America,28642689,38253120737.9671,3,gold,gold,red,0,1,0
los-angeles-1984,Summer,1984,United States,Côte d'Ivoire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
los-angeles-1984,Summer,1984,United States,Denmark,DNK,43,Other,Christian,Europe,5111830,59105236853.7937,2,red,red,red,0,3,3
los-angeles-1984,Summer,1984,United States,Dominican Republic,DOM,NA,NA,NA,NA,6289048,11594000000,NA,NA,NA,NA,0,0,1
los-angeles-1984,Summer,1984,United States,Egypt,NA,1001,Arabic,Muslim,Asia,49247335,NA,4,black,red,black,0,1,0
los-angeles-1984,Summer,1984,United States,Federal Republic of Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,19,23
los-angeles-1984,Summer,1984,United States,Finland,FIN,337,Other,Christian,Europe,4881827,52888800949.7428,2,white,white,white,4,2,6
los-angeles-1984,Summer,1984,United States,France,FRA,547,French,Christian,Europe,55176626,530683779929.445,3,white,blue,red,5,7,16
los-angeles-1984,Summer,1984,United States,Greece,GRC,132,Other,Christian,Europe,9978780,48020024183.7969,2,blue,blue,blue,0,1,1
los-angeles-1984,Summer,1984,United States,Iceland,ISL,103,Other,Christian,Europe,239513,2864441387.40507,3,blue,blue,blue,0,0,1
los-angeles-1984,Summer,1984,United States,Ireland,IRL,70,English,Christian,Europe,3515954,20106648454.8404,3,white,green,orange,0,1,0
los-angeles-1984,Summer,1984,United States,Italy,ITA,301,Other,Christian,Europe,56810354,437887689001.543,3,white,green,red,14,6,12
los-angeles-1984,Summer,1984,United States,Jamaica,JAM,11,English,Christian,N.America,2264564,2373564549.4932,3,green,gold,gold,0,1,2
los-angeles-1984,Summer,1984,United States,Japan,JPN,372,Other,Other,NA,120384396,1345824500836.76,2,white,white,white,10,7,14
los-angeles-1984,Summer,1984,United States,Kenya,KEN,583,Other,Other,Asia,18514909,6191437070.18411,4,red,black,green,1,0,2
los-angeles-1984,Summer,1984,United States,Mexico,MEX,1973,Spanish,Christian,N.America,73506848,184230754105.394,4,green,green,red,2,3,1
los-angeles-1984,Summer,1984,United States,Morocco,MAR,447,Arabic,Muslim,Asia,21593778,14824667954.3674,2,red,red,red,2,0,0
los-angeles-1984,Summer,1984,United States,Netherlands,NLD,41,Other,Christian,Europe,14462810,143912664148.352,3,red,red,blue,5,2,6
los-angeles-1984,Summer,1984,United States,New Zealand,NZL,NA,NA,NA,NA,3249830,21665975318.8842,NA,NA,NA,NA,8,1,2
los-angeles-1984,Summer,1984,United States,Nigeria,NGA,925,Other,Muslim,Asia,82526444,73484359521.4887,2,green,green,green,0,1,1
los-angeles-1984,Summer,1984,United States,Norway,NOR,324,Other,Christian,Europe,4139970,62057955032.7758,3,red,red,red,0,1,2
los-angeles-1984,Summer,1984,United States,Pakistan,PAK,804,Other,Muslim,NA,95164941,31151825467.4978,2,green,white,green,1,0,0
los-angeles-1984,Summer,1984,United States,Peru,PER,1285,Spanish,Christian,S.America,19174715,20339340469.3333,2,red,red,red,0,1,0
los-angeles-1984,Summer,1984,United States,Portugal,PRT,92,Other,Christian,Europe,9956893,25217969049.5755,5,red,green,red,1,0,2
los-angeles-1984,Summer,1984,United States,Puerto Rico,PRI,NA,NA,NA,NA,3367199,19162600000,NA,NA,NA,NA,0,1,1
los-angeles-1984,Summer,1984,United States,Republic of Korea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,7
los-angeles-1984,Summer,1984,United States,Romania,ROU,237,Other,Other,Europe,22534001,NA,7,red,blue,red,19,16,17
los-angeles-1984,Summer,1984,United States,Spain,ESP,505,Spanish,Christian,Europe,38437483,172102910370.524,2,red,red,red,1,2,2
los-angeles-1984,Summer,1984,United States,Sweden,SWE,450,Other,Christian,Europe,8336484,109201362581.3,2,blue,blue,blue,2,11,6
los-angeles-1984,Summer,1984,United States,Switzerland,CHE,41,German,Christian,Europe,6442418,109455312167.511,2,red,red,red,0,4,4
los-angeles-1984,Summer,1984,United States,Syrian Arab Republic,SYR,NA,NA,NA,NA,NA,17503077755.1825,NA,NA,NA,NA,0,1,0
los-angeles-1984,Summer,1984,United States,Thailand,THA,514,Other,Other,NA,49351711,41797647775.6238,3,red,red,red,0,1,0
los-angeles-1984,Summer,1984,United States,Turkey,NA,781,Other,Muslim,NA,49574064,NA,2,red,red,red,0,0,3
los-angeles-1984,Summer,1984,United States,United Kingdom,GBR,NA,NA,NA,NA,56451312,461487097632.349,NA,NA,NA,NA,5,11,21
los-angeles-1984,Summer,1984,United States,United States,USA,NA,NA,NA,NA,239353968,4037613000000,NA,NA,NA,NA,82,61,30
los-angeles-1984,Summer,1984,United States,Venezuela,NA,912,Spanish,Christian,S.America,17008838,NA,7,red,gold,red,0,0,3
los-angeles-1984,Summer,1984,United States,Yugoslavia,NA,256,Other,Other,Europe,NA,NA,4,red,blue,red,7,4,7
los-angeles-1984,Summer,1984,United States,Zambia,ZMB,753,Other,Other,Asia,6580498,2719801434.08715,4,green,green,brown,0,0,1
