game,medal_type,country_name,game_location,game_season,game_year
innsbruck-1964,BRONZE,Soviet Union,Austria,Winter,1964
innsbruck-1964,BRONZE,Soviet Union,Austria,Winter,1964
innsbruck-1964,GOLD,Soviet Union,Austria,Winter,1964
innsbruck-1964,SILVER,Soviet Union,Austria,Winter,1964
innsbruck-1964,BRONZE,Soviet Union,Austria,Winter,1964
innsbruck-1964,GOLD,Soviet Union,Austria,Winter,1964
innsbruck-1964,BRONZE,Soviet Union,Austria,Winter,1964
innsbruck-1964,GOLD,Soviet Union,Austria,Winter,1964
innsbruck-1964,SILVER,Soviet Union,Austria,Winter,1964
innsbruck-1964,GOLD,Soviet Union,Austria,Winter,1964
innsbruck-1964,SILVER,Soviet Union,Austria,Winter,1964
innsbruck-1964,BRONZE,Soviet Union,Austria,Winter,1964
innsbruck-1964,SILVER,Soviet Union,Austria,Winter,1964
innsbruck-1964,GOLD,Soviet Union,Austria,Winter,1964
innsbruck-1964,SILVER,Soviet Union,Austria,Winter,1964
innsbruck-1964,GOLD,Soviet Union,Austria,Winter,1964
innsbruck-1964,GOLD,Soviet Union,Austria,Winter,1964
innsbruck-1964,SILVER,Soviet Union,Austria,Winter,1964
innsbruck-1964,GOLD,Soviet Union,Austria,Winter,1964
innsbruck-1964,BRONZE,Soviet Union,Austria,Winter,1964
innsbruck-1964,BRONZE,Sweden,Austria,Winter,1964
innsbruck-1964,SILVER,Sweden,Austria,Winter,1964
innsbruck-1964,GOLD,Sweden,Austria,Winter,1964
innsbruck-1964,GOLD,Sweden,Austria,Winter,1964
innsbruck-1964,SILVER,Sweden,Austria,Winter,1964
innsbruck-1964,SILVER,Sweden,Austria,Winter,1964
innsbruck-1964,GOLD,Sweden,Austria,Winter,1964
innsbruck-1964,GOLD,United Kingdom,Austria,Winter,1964
innsbruck-1964,BRONZE,United States,Austria,Winter,1964
innsbruck-1964,BRONZE,United States,Austria,Winter,1964
innsbruck-1964,SILVER,United States,Austria,Winter,1964
innsbruck-1964,BRONZE,United States,Austria,Winter,1964
innsbruck-1964,SILVER,United States,Austria,Winter,1964
innsbruck-1964,BRONZE,United States,Austria,Winter,1964
innsbruck-1964,GOLD,United States,Austria,Winter,1964
tokyo-1964,SILVER,Argentina,Japan,Summer,1964
tokyo-1964,BRONZE,Australia,Japan,Summer,1964
tokyo-1964,GOLD,Australia,Japan,Summer,1964
tokyo-1964,BRONZE,Australia,Japan,Summer,1964
tokyo-1964,BRONZE,Australia,Japan,Summer,1964
tokyo-1964,BRONZE,Australia,Japan,Summer,1964
tokyo-1964,GOLD,Australia,Japan,Summer,1964
tokyo-1964,GOLD,Australia,Japan,Summer,1964
tokyo-1964,GOLD,Australia,Japan,Summer,1964
tokyo-1964,BRONZE,Australia,Japan,Summer,1964
tokyo-1964,BRONZE,Australia,Japan,Summer,1964
tokyo-1964,SILVER,Australia,Japan,Summer,1964
tokyo-1964,GOLD,Australia,Japan,Summer,1964
tokyo-1964,SILVER,Australia,Japan,Summer,1964
tokyo-1964,BRONZE,Australia,Japan,Summer,1964
tokyo-1964,BRONZE,Australia,Japan,Summer,1964
tokyo-1964,BRONZE,Australia,Japan,Summer,1964
tokyo-1964,GOLD,Australia,Japan,Summer,1964
tokyo-1964,BRONZE,Australia,Japan,Summer,1964
tokyo-1964,GOLD,Bahamas,Japan,Summer,1964
tokyo-1964,GOLD,Belgium,Japan,Summer,1964
tokyo-1964,BRONZE,Belgium,Japan,Summer,1964
tokyo-1964,GOLD,Belgium,Japan,Summer,1964
tokyo-1964,BRONZE,Brazil,Japan,Summer,1964
tokyo-1964,SILVER,Bulgaria,Japan,Summer,1964
tokyo-1964,BRONZE,Bulgaria,Japan,Summer,1964
tokyo-1964,SILVER,Bulgaria,Japan,Summer,1964
tokyo-1964,GOLD,Bulgaria,Japan,Summer,1964
tokyo-1964,GOLD,Bulgaria,Japan,Summer,1964
tokyo-1964,SILVER,Bulgaria,Japan,Summer,1964
tokyo-1964,SILVER,Bulgaria,Japan,Summer,1964
tokyo-1964,GOLD,Bulgaria,Japan,Summer,1964
tokyo-1964,BRONZE,Bulgaria,Japan,Summer,1964
tokyo-1964,SILVER,Bulgaria,Japan,Summer,1964
tokyo-1964,GOLD,Canada,Japan,Summer,1964
tokyo-1964,SILVER,Canada,Japan,Summer,1964
tokyo-1964,SILVER,Canada,Japan,Summer,1964
tokyo-1964,BRONZE,Canada,Japan,Summer,1964
tokyo-1964,SILVER,Cuba,Japan,Summer,1964
tokyo-1964,SILVER,Czechoslovakia,Japan,Summer,1964
tokyo-1964,BRONZE,Czechoslovakia,Japan,Summer,1964
tokyo-1964,BRONZE,Czechoslovakia,Japan,Summer,1964
tokyo-1964,GOLD,Czechoslovakia,Japan,Summer,1964
tokyo-1964,SILVER,Czechoslovakia,Japan,Summer,1964
tokyo-1964,SILVER,Czechoslovakia,Japan,Summer,1964
tokyo-1964,GOLD,Czechoslovakia,Japan,Summer,1964
tokyo-1964,GOLD,Czechoslovakia,Japan,Summer,1964
tokyo-1964,GOLD,Czechoslovakia,Japan,Summer,1964
tokyo-1964,GOLD,Czechoslovakia,Japan,Summer,1964
tokyo-1964,SILVER,Czechoslovakia,Japan,Summer,1964
tokyo-1964,SILVER,Czechoslovakia,Japan,Summer,1964
tokyo-1964,SILVER,Czechoslovakia,Japan,Summer,1964
tokyo-1964,BRONZE,Czechoslovakia,Japan,Summer,1964
tokyo-1964,GOLD,Denmark,Japan,Summer,1964
tokyo-1964,BRONZE,Denmark,Japan,Summer,1964
tokyo-1964,GOLD,Denmark,Japan,Summer,1964
tokyo-1964,BRONZE,Denmark,Japan,Summer,1964
tokyo-1964,SILVER,Denmark,Japan,Summer,1964
tokyo-1964,BRONZE,Denmark,Japan,Summer,1964
tokyo-1964,GOLD,Ethiopia,Japan,Summer,1964
tokyo-1964,BRONZE,Finland,Japan,Summer,1964
tokyo-1964,BRONZE,Finland,Japan,Summer,1964
tokyo-1964,GOLD,Finland,Japan,Summer,1964
tokyo-1964,GOLD,Finland,Japan,Summer,1964
tokyo-1964,GOLD,Finland,Japan,Summer,1964
tokyo-1964,SILVER,France,Japan,Summer,1964
tokyo-1964,SILVER,France,Japan,Summer,1964
tokyo-1964,BRONZE,France,Japan,Summer,1964
tokyo-1964,BRONZE,France,Japan,Summer,1964
tokyo-1964,SILVER,France,Japan,Summer,1964
tokyo-1964,GOLD,France,Japan,Summer,1964
tokyo-1964,SILVER,France,Japan,Summer,1964
tokyo-1964,BRONZE,France,Japan,Summer,1964
tokyo-1964,SILVER,France,Japan,Summer,1964
tokyo-1964,BRONZE,France,Japan,Summer,1964
tokyo-1964,SILVER,France,Japan,Summer,1964
tokyo-1964,BRONZE,France,Japan,Summer,1964
tokyo-1964,SILVER,France,Japan,Summer,1964
tokyo-1964,BRONZE,France,Japan,Summer,1964
tokyo-1964,SILVER,France,Japan,Summer,1964
tokyo-1964,SILVER,Germany,Japan,Summer,1964
tokyo-1964,GOLD,Germany,Japan,Summer,1964
tokyo-1964,BRONZE,Germany,Japan,Summer,1964
tokyo-1964,BRONZE,Germany,Japan,Summer,1964
tokyo-1964,SILVER,Germany,Japan,Summer,1964
tokyo-1964,BRONZE,Germany,Japan,Summer,1964
tokyo-1964,SILVER,Germany,Japan,Summer,1964
tokyo-1964,BRONZE,Germany,Japan,Summer,1964
tokyo-1964,SILVER,Germany,Japan,Summer,1964
tokyo-1964,BRONZE,Germany,Japan,Summer,1964
tokyo-1964,SILVER,Germany,Japan,Summer,1964
tokyo-1964,SILVER,Germany,Japan,Summer,1964
tokyo-1964,GOLD,Germany,Japan,Summer,1964
tokyo-1964,GOLD,Germany,Japan,Summer,1964
tokyo-1964,BRONZE,Germany,Japan,Summer,1964
tokyo-1964,GOLD,Germany,Japan,Summer,1964
tokyo-1964,SILVER,Germany,Japan,Summer,1964
tokyo-1964,BRONZE,Germany,Japan,Summer,1964
tokyo-1964,SILVER,Germany,Japan,Summer,1964
tokyo-1964,GOLD,Germany,Japan,Summer,1964
tokyo-1964,SILVER,Germany,Japan,Summer,1964
tokyo-1964,BRONZE,Germany,Japan,Summer,1964
tokyo-1964,BRONZE,Germany,Japan,Summer,1964
tokyo-1964,SILVER,Germany,Japan,Summer,1964
tokyo-1964,SILVER,Germany,Japan,Summer,1964
tokyo-1964,SILVER,Germany,Japan,Summer,1964
tokyo-1964,BRONZE,Germany,Japan,Summer,1964
tokyo-1964,SILVER,Germany,Japan,Summer,1964
tokyo-1964,BRONZE,Germany,Japan,Summer,1964
tokyo-1964,BRONZE,Germany,Japan,Summer,1964
tokyo-1964,SILVER,Germany,Japan,Summer,1964
tokyo-1964,BRONZE,Germany,Japan,Summer,1964
tokyo-1964,SILVER,Germany,Japan,Summer,1964
tokyo-1964,BRONZE,Germany,Japan,Summer,1964
tokyo-1964,SILVER,Germany,Japan,Summer,1964
tokyo-1964,GOLD,Germany,Japan,Summer,1964
tokyo-1964,BRONZE,Germany,Japan,Summer,1964
tokyo-1964,BRONZE,Germany,Japan,Summer,1964
tokyo-1964,SILVER,Germany,Japan,Summer,1964
tokyo-1964,GOLD,Germany,Japan,Summer,1964
tokyo-1964,SILVER,Germany,Japan,Summer,1964
tokyo-1964,SILVER,Germany,Japan,Summer,1964
tokyo-1964,SILVER,Germany,Japan,Summer,1964
tokyo-1964,BRONZE,Germany,Japan,Summer,1964
tokyo-1964,GOLD,Germany,Japan,Summer,1964
tokyo-1964,SILVER,Germany,Japan,Summer,1964
tokyo-1964,GOLD,Germany,Japan,Summer,1964
tokyo-1964,SILVER,Germany,Japan,Summer,1964
tokyo-1964,BRONZE,Germany,Japan,Summer,1964
tokyo-1964,GOLD,Germany,Japan,Summer,1964
tokyo-1964,BRONZE,Ghana,Japan,Summer,1964
tokyo-1964,BRONZE,Hungary,Japan,Summer,1964
tokyo-1964,GOLD,Hungary,Japan,Summer,1964
tokyo-1964,GOLD,Hungary,Japan,Summer,1964
tokyo-1964,GOLD,Hungary,Japan,Summer,1964
tokyo-1964,GOLD,Hungary,Japan,Summer,1964
tokyo-1964,GOLD,Hungary,Japan,Summer,1964
tokyo-1964,GOLD,Hungary,Japan,Summer,1964
tokyo-1964,GOLD,Hungary,Japan,Summer,1964
tokyo-1964,GOLD,Hungary,Japan,Summer,1964
tokyo-1964,SILVER,Hungary,Japan,Summer,1964
tokyo-1964,SILVER,Hungary,Japan,Summer,1964
tokyo-1964,BRONZE,Hungary,Japan,Summer,1964
tokyo-1964,SILVER,Hungary,Japan,Summer,1964
tokyo-1964,BRONZE,Hungary,Japan,Summer,1964
tokyo-1964,SILVER,Hungary,Japan,Summer,1964
tokyo-1964,SILVER,Hungary,Japan,Summer,1964
tokyo-1964,BRONZE,Hungary,Japan,Summer,1964
tokyo-1964,SILVER,Hungary,Japan,Summer,1964
tokyo-1964,GOLD,Hungary,Japan,Summer,1964
tokyo-1964,GOLD,Hungary,Japan,Summer,1964
tokyo-1964,BRONZE,Hungary,Japan,Summer,1964
tokyo-1964,SILVER,Hungary,Japan,Summer,1964
tokyo-1964,GOLD,India,Japan,Summer,1964
tokyo-1964,BRONZE,Ireland,Japan,Summer,1964
tokyo-1964,BRONZE,Islamic Republic of Iran,Japan,Summer,1964
tokyo-1964,BRONZE,Islamic Republic of Iran,Japan,Summer,1964
tokyo-1964,BRONZE,Italy,Japan,Summer,1964
tokyo-1964,BRONZE,Italy,Japan,Summer,1964
tokyo-1964,GOLD,Italy,Japan,Summer,1964
tokyo-1964,GOLD,Italy,Japan,Summer,1964
tokyo-1964,BRONZE,Italy,Japan,Summer,1964
tokyo-1964,SILVER,Italy,Japan,Summer,1964
tokyo-1964,GOLD,Italy,Japan,Summer,1964
tokyo-1964,SILVER,Italy,Japan,Summer,1964
tokyo-1964,SILVER,Italy,Japan,Summer,1964
tokyo-1964,SILVER,Italy,Japan,Summer,1964
tokyo-1964,SILVER,Italy,Japan,Summer,1964
tokyo-1964,GOLD,Italy,Japan,Summer,1964
tokyo-1964,GOLD,Italy,Japan,Summer,1964
tokyo-1964,SILVER,Italy,Japan,Summer,1964
tokyo-1964,BRONZE,Italy,Japan,Summer,1964
tokyo-1964,SILVER,Italy,Japan,Summer,1964
tokyo-1964,GOLD,Italy,Japan,Summer,1964
tokyo-1964,GOLD,Italy,Japan,Summer,1964
tokyo-1964,BRONZE,Italy,Japan,Summer,1964
tokyo-1964,SILVER,Italy,Japan,Summer,1964
tokyo-1964,SILVER,Italy,Japan,Summer,1964
tokyo-1964,BRONZE,Italy,Japan,Summer,1964
tokyo-1964,GOLD,Italy,Japan,Summer,1964
tokyo-1964,SILVER,Italy,Japan,Summer,1964
tokyo-1964,GOLD,Italy,Japan,Summer,1964
tokyo-1964,BRONZE,Italy,Japan,Summer,1964
tokyo-1964,GOLD,Italy,Japan,Summer,1964
tokyo-1964,GOLD,Japan,Japan,Summer,1964
tokyo-1964,GOLD,Japan,Japan,Summer,1964
tokyo-1964,GOLD,Japan,Japan,Summer,1964
tokyo-1964,BRONZE,Japan,Japan,Summer,1964
tokyo-1964,GOLD,Japan,Japan,Summer,1964
tokyo-1964,GOLD,Japan,Japan,Summer,1964
tokyo-1964,GOLD,Japan,Japan,Summer,1964
tokyo-1964,SILVER,Japan,Japan,Summer,1964
tokyo-1964,GOLD,Japan,Japan,Summer,1964
tokyo-1964,GOLD,Japan,Japan,Summer,1964
tokyo-1964,GOLD,Japan,Japan,Summer,1964
tokyo-1964,BRONZE,Japan,Japan,Summer,1964
tokyo-1964,GOLD,Japan,Japan,Summer,1964
tokyo-1964,BRONZE,Japan,Japan,Summer,1964
tokyo-1964,BRONZE,Japan,Japan,Summer,1964
tokyo-1964,BRONZE,Japan,Japan,Summer,1964
tokyo-1964,GOLD,Japan,Japan,Summer,1964
tokyo-1964,GOLD,Japan,Japan,Summer,1964
tokyo-1964,SILVER,Japan,Japan,Summer,1964
tokyo-1964,SILVER,Japan,Japan,Summer,1964
tokyo-1964,GOLD,Japan,Japan,Summer,1964
tokyo-1964,SILVER,Japan,Japan,Summer,1964
tokyo-1964,SILVER,Japan,Japan,Summer,1964
tokyo-1964,GOLD,Japan,Japan,Summer,1964
tokyo-1964,BRONZE,Japan,Japan,Summer,1964
tokyo-1964,GOLD,Japan,Japan,Summer,1964
tokyo-1964,GOLD,Japan,Japan,Summer,1964
tokyo-1964,BRONZE,Japan,Japan,Summer,1964
tokyo-1964,BRONZE,Japan,Japan,Summer,1964
tokyo-1964,BRONZE,Kenya,Japan,Summer,1964
tokyo-1964,BRONZE,Mexico,Japan,Summer,1964
tokyo-1964,BRONZE,Netherlands,Japan,Summer,1964
tokyo-1964,SILVER,Netherlands,Japan,Summer,1964
tokyo-1964,BRONZE,Netherlands,Japan,Summer,1964
tokyo-1964,BRONZE,Netherlands,Japan,Summer,1964
tokyo-1964,GOLD,Netherlands,Japan,Summer,1964
tokyo-1964,GOLD,Netherlands,Japan,Summer,1964
tokyo-1964,SILVER,Netherlands,Japan,Summer,1964
tokyo-1964,BRONZE,Netherlands,Japan,Summer,1964
tokyo-1964,SILVER,Netherlands,Japan,Summer,1964
tokyo-1964,SILVER,Netherlands,Japan,Summer,1964
tokyo-1964,GOLD,New Zealand,Japan,Summer,1964
tokyo-1964,BRONZE,New Zealand,Japan,Summer,1964
tokyo-1964,GOLD,New Zealand,Japan,Summer,1964
tokyo-1964,GOLD,New Zealand,Japan,Summer,1964
tokyo-1964,BRONZE,New Zealand,Japan,Summer,1964
tokyo-1964,BRONZE,Nigeria,Japan,Summer,1964
tokyo-1964,SILVER,Pakistan,Japan,Summer,1964
tokyo-1964,SILVER,Philippines,Japan,Summer,1964
tokyo-1964,BRONZE,Poland,Japan,Summer,1964
tokyo-1964,GOLD,Poland,Japan,Summer,1964
tokyo-1964,GOLD,Poland,Japan,Summer,1964
tokyo-1964,SILVER,Poland,Japan,Summer,1964
tokyo-1964,BRONZE,Poland,Japan,Summer,1964
tokyo-1964,BRONZE,Poland,Japan,Summer,1964
tokyo-1964,GOLD,Poland,Japan,Summer,1964
tokyo-1964,BRONZE,Poland,Japan,Summer,1964
tokyo-1964,GOLD,Poland,Japan,Summer,1964
tokyo-1964,BRONZE,Poland,Japan,Summer,1964
tokyo-1964,SILVER,Poland,Japan,Summer,1964
tokyo-1964,GOLD,Poland,Japan,Summer,1964
tokyo-1964,BRONZE,Poland,Japan,Summer,1964
tokyo-1964,BRONZE,Poland,Japan,Summer,1964
tokyo-1964,BRONZE,Poland,Japan,Summer,1964
tokyo-1964,SILVER,Poland,Japan,Summer,1964
tokyo-1964,BRONZE,Poland,Japan,Summer,1964
tokyo-1964,SILVER,Poland,Japan,Summer,1964
tokyo-1964,BRONZE,Poland,Japan,Summer,1964
tokyo-1964,GOLD,Poland,Japan,Summer,1964
tokyo-1964,GOLD,Poland,Japan,Summer,1964
tokyo-1964,SILVER,Poland,Japan,Summer,1964
tokyo-1964,SILVER,Poland,Japan,Summer,1964
tokyo-1964,SILVER,Republic of Korea,Japan,Summer,1964
tokyo-1964,SILVER,Republic of Korea,Japan,Summer,1964
tokyo-1964,BRONZE,Republic of Korea,Japan,Summer,1964
tokyo-1964,BRONZE,Romania,Japan,Summer,1964
tokyo-1964,SILVER,Romania,Japan,Summer,1964
tokyo-1964,BRONZE,Romania,Japan,Summer,1964
tokyo-1964,GOLD,Romania,Japan,Summer,1964
tokyo-1964,BRONZE,Romania,Japan,Summer,1964
tokyo-1964,GOLD,Romania,Japan,Summer,1964
tokyo-1964,SILVER,Romania,Japan,Summer,1964
tokyo-1964,BRONZE,Romania,Japan,Summer,1964
tokyo-1964,BRONZE,Romania,Japan,Summer,1964
tokyo-1964,BRONZE,Romania,Japan,Summer,1964
tokyo-1964,SILVER,Romania,Japan,Summer,1964
tokyo-1964,SILVER,Romania,Japan,Summer,1964
tokyo-1964,GOLD,Soviet Union,Japan,Summer,1964
tokyo-1964,SILVER,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,GOLD,Soviet Union,Japan,Summer,1964
tokyo-1964,SILVER,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,GOLD,Soviet Union,Japan,Summer,1964
tokyo-1964,GOLD,Soviet Union,Japan,Summer,1964
tokyo-1964,SILVER,Soviet Union,Japan,Summer,1964
tokyo-1964,SILVER,Soviet Union,Japan,Summer,1964
tokyo-1964,SILVER,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,GOLD,Soviet Union,Japan,Summer,1964
tokyo-1964,SILVER,Soviet Union,Japan,Summer,1964
tokyo-1964,SILVER,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,GOLD,Soviet Union,Japan,Summer,1964
tokyo-1964,SILVER,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,GOLD,Soviet Union,Japan,Summer,1964
tokyo-1964,SILVER,Soviet Union,Japan,Summer,1964
tokyo-1964,GOLD,Soviet Union,Japan,Summer,1964
tokyo-1964,GOLD,Soviet Union,Japan,Summer,1964
tokyo-1964,SILVER,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,GOLD,Soviet Union,Japan,Summer,1964
tokyo-1964,SILVER,Soviet Union,Japan,Summer,1964
tokyo-1964,GOLD,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,SILVER,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,GOLD,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,GOLD,Soviet Union,Japan,Summer,1964
tokyo-1964,SILVER,Soviet Union,Japan,Summer,1964
tokyo-1964,GOLD,Soviet Union,Japan,Summer,1964
tokyo-1964,SILVER,Soviet Union,Japan,Summer,1964
tokyo-1964,SILVER,Soviet Union,Japan,Summer,1964
tokyo-1964,SILVER,Soviet Union,Japan,Summer,1964
tokyo-1964,GOLD,Soviet Union,Japan,Summer,1964
tokyo-1964,GOLD,Soviet Union,Japan,Summer,1964
tokyo-1964,SILVER,Soviet Union,Japan,Summer,1964
tokyo-1964,GOLD,Soviet Union,Japan,Summer,1964
tokyo-1964,GOLD,Soviet Union,Japan,Summer,1964
tokyo-1964,SILVER,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,GOLD,Soviet Union,Japan,Summer,1964
tokyo-1964,SILVER,Soviet Union,Japan,Summer,1964
tokyo-1964,SILVER,Soviet Union,Japan,Summer,1964
tokyo-1964,SILVER,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,SILVER,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,SILVER,Soviet Union,Japan,Summer,1964
tokyo-1964,GOLD,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,GOLD,Soviet Union,Japan,Summer,1964
tokyo-1964,SILVER,Soviet Union,Japan,Summer,1964
tokyo-1964,GOLD,Soviet Union,Japan,Summer,1964
tokyo-1964,SILVER,Soviet Union,Japan,Summer,1964
tokyo-1964,SILVER,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,SILVER,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,GOLD,Soviet Union,Japan,Summer,1964
tokyo-1964,GOLD,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,GOLD,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,GOLD,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,SILVER,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,GOLD,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,SILVER,Soviet Union,Japan,Summer,1964
tokyo-1964,SILVER,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,GOLD,Soviet Union,Japan,Summer,1964
tokyo-1964,GOLD,Soviet Union,Japan,Summer,1964
tokyo-1964,GOLD,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Soviet Union,Japan,Summer,1964
tokyo-1964,BRONZE,Sweden,Japan,Summer,1964
tokyo-1964,SILVER,Sweden,Japan,Summer,1964
tokyo-1964,BRONZE,Sweden,Japan,Summer,1964
tokyo-1964,SILVER,Sweden,Japan,Summer,1964
tokyo-1964,BRONZE,Sweden,Japan,Summer,1964
tokyo-1964,BRONZE,Sweden,Japan,Summer,1964
tokyo-1964,GOLD,Sweden,Japan,Summer,1964
tokyo-1964,GOLD,Sweden,Japan,Summer,1964
tokyo-1964,BRONZE,Switzerland,Japan,Summer,1964
tokyo-1964,SILVER,Switzerland,Japan,Summer,1964
tokyo-1964,SILVER,Switzerland,Japan,Summer,1964
tokyo-1964,GOLD,Switzerland,Japan,Summer,1964
tokyo-1964,SILVER,Trinidad and Tobago,Japan,Summer,1964
tokyo-1964,BRONZE,Trinidad and Tobago,Japan,Summer,1964
tokyo-1964,BRONZE,Trinidad and Tobago,Japan,Summer,1964
tokyo-1964,BRONZE,Tunisia,Japan,Summer,1964
tokyo-1964,SILVER,Tunisia,Japan,Summer,1964
tokyo-1964,BRONZE,Turkey,Japan,Summer,1964
tokyo-1964,SILVER,Turkey,Japan,Summer,1964
tokyo-1964,SILVER,Turkey,Japan,Summer,1964
tokyo-1964,SILVER,Turkey,Japan,Summer,1964
tokyo-1964,GOLD,Turkey,Japan,Summer,1964
tokyo-1964,GOLD,Turkey,Japan,Summer,1964
tokyo-1964,SILVER,United Kingdom,Japan,Summer,1964
tokyo-1964,SILVER,United Kingdom,Japan,Summer,1964
tokyo-1964,BRONZE,United Kingdom,Japan,Summer,1964
tokyo-1964,SILVER,United Kingdom,Japan,Summer,1964
tokyo-1964,SILVER,United Kingdom,Japan,Summer,1964
tokyo-1964,SILVER,United Kingdom,Japan,Summer,1964
tokyo-1964,GOLD,United Kingdom,Japan,Summer,1964
tokyo-1964,SILVER,United Kingdom,Japan,Summer,1964
tokyo-1964,GOLD,United Kingdom,Japan,Summer,1964
tokyo-1964,SILVER,United Kingdom,Japan,Summer,1964
tokyo-1964,GOLD,United Kingdom,Japan,Summer,1964
tokyo-1964,SILVER,United Kingdom,Japan,Summer,1964
tokyo-1964,SILVER,United Kingdom,Japan,Summer,1964
tokyo-1964,SILVER,United Kingdom,Japan,Summer,1964
tokyo-1964,BRONZE,United Kingdom,Japan,Summer,1964
tokyo-1964,SILVER,United Kingdom,Japan,Summer,1964
tokyo-1964,SILVER,United Kingdom,Japan,Summer,1964
tokyo-1964,GOLD,United Kingdom,Japan,Summer,1964
tokyo-1964,SILVER,United States,Japan,Summer,1964
tokyo-1964,BRONZE,United States,Japan,Summer,1964
tokyo-1964,SILVER,United States,Japan,Summer,1964
tokyo-1964,BRONZE,United States,Japan,Summer,1964
tokyo-1964,SILVER,United States,Japan,Summer,1964
tokyo-1964,BRONZE,United States,Japan,Summer,1964
tokyo-1964,BRONZE,United States,Japan,Summer,1964
tokyo-1964,BRONZE,United States,Japan,Summer,1964
tokyo-1964,BRONZE,United States,Japan,Summer,1964
tokyo-1964,BRONZE,United States,Japan,Summer,1964
tokyo-1964,GOLD,United States,Japan,Summer,1964
tokyo-1964,GOLD,United States,Japan,Summer,1964
tokyo-1964,SILVER,United States,Japan,Summer,1964
tokyo-1964,GOLD,United States,Japan,Summer,1964
tokyo-1964,BRONZE,United States,Japan,Summer,1964
tokyo-1964,BRONZE,United States,Japan,Summer,1964
tokyo-1964,SILVER,United States,Japan,Summer,1964
tokyo-1964,BRONZE,United States,Japan,Summer,1964
tokyo-1964,GOLD,United States,Japan,Summer,1964
tokyo-1964,BRONZE,United States,Japan,Summer,1964
tokyo-1964,GOLD,United States,Japan,Summer,1964
tokyo-1964,SILVER,United States,Japan,Summer,1964
tokyo-1964,BRONZE,United States,Japan,Summer,1964
tokyo-1964,GOLD,United States,Japan,Summer,1964
tokyo-1964,SILVER,United States,Japan,Summer,1964
tokyo-1964,GOLD,United States,Japan,Summer,1964
tokyo-1964,GOLD,United States,Japan,Summer,1964
tokyo-1964,BRONZE,United States,Japan,Summer,1964
tokyo-1964,GOLD,United States,Japan,Summer,1964
tokyo-1964,SILVER,United States,Japan,Summer,1964
tokyo-1964,BRONZE,United States,Japan,Summer,1964
